Year,Student Name,School,Class,Subject,Prelim Result,PSLE Result
2022,Nurul Huda 202,Rosyth School,P6-2,Foundation Malay Language,92/100,97/100
2024,Imran Bin Azmi 474,Anglo-Chinese School (Primary),P6-2,Higher Malay Language,73/100,72/100
2022,Ainul Zafira 621,Temasek Primary School,P6-1,Foundation Malay Language,89/100,91/100
2022,Lim Jia Hao 120,Anglo-Chinese School (Primary),P6-3,Chinese Language,78/100,73/100
2024,Nur Aisyah 242,Rosyth School,P6-1,Foundation Malay Language,57/100,57/100
2023,Siti Aminah 562,Rosyth School,P6-2,Foundation Malay Language,80/100,82/100
2024,Lee Hui Min 664,Tao Nan School,P6-3,Foundation Chinese Language,63/100,60/100
2024,Chen Qi En 319,Tao Nan School,P6-3,Foundation Chinese Language,69/100,69/100
2023,Chua Kai Wen 378,Princess Elizabeth Primary School,P6-3,Chinese Language,77/100,81/100
2022,Teo Wen Jie 422,Anglo-Chinese School (Primary),P6-2,Chinese Language,54/100,56/100
2024,Goh Jun Wei 924,Tao Nan School,P6-3,Foundation Chinese Language,84/100,79/100
2022,Ahmad Hakim 652,Raffles Girls' Primary School,P6-1,Higher Malay Language,83/100,81/100
2022,Ainul Zafira 910,Yumin Primary School,P6-2,Higher Malay Language,62/100,59/100
2023,Wong Yu Ting 754,Gongshang Primary School,P6-2,Foundation Chinese Language,55/100,50/100
2024,Teo Wen Jie 864,Yumin Primary School,P6-3,Chinese Language,50/100,52/100
2023,Priya D/O Kumar 514,West Grove Primary School,P6-3,Tamil Language,61/100,59/100
2022,Mohammad Firdaus 388,Tao Nan School,P6-2,Malay Language,81/100,78/100
2022,Meena D/O Ravi 174,Maris Stella Primary School,P6-1,Foundation Tamil Language,88/100,89/100
2024,Imran Bin Azmi 488,Gongshang Primary School,P6-2,Higher Malay Language,74/100,79/100
2023,Lakshmi D/O Kumar 681,Anglo-Chinese School (Primary),P6-2,Tamil Language,89/100,85/100
2023,Lee Hui Min 510,Yumin Primary School,P6-1,Foundation Chinese Language,80/100,81/100
2022,Arunasarawasthy 712,Ai Tong School,P6-2,Foundation Tamil Language,65/100,63/100
2024,Nur Aisyah 192,Tao Nan School,P6-3,Malay Language,92/100,91/100
2023,Chua Kai Wen 752,Tao Nan School,P6-1,Chinese Language,61/100,59/100
2022,Mohammad Firdaus 286,Temasek Primary School,P6-3,Foundation Malay Language,84/100,87/100
2024,Ng Zi Xuan 602,Pei Chun Public School,P6-1,Higher Chinese Language,58/100,53/100
2023,Hafiz Bin Rahman 425,Nanyang Primary School,P6-3,Malay Language,67/100,62/100
2022,Vignesh S/O Rajan 243,Pei Hwa Presbyterian Primary School,P6-1,Higher Tamil Language,62/100,65/100
2024,Arunasarawasthy 343,Pei Chun Public School,P6-2,Tamil Language,79/100,77/100
2023,Nurul Huda 672,Henry Park Primary School,P6-1,Malay Language,81/100,82/100
2023,Chen Qi En 361,Gongshang Primary School,P6-1,Foundation Chinese Language,52/100,53/100
2023,Nur Aisyah 641,Maris Stella Primary School,P6-3,Foundation Malay Language,56/100,54/100
2022,Lee Hui Min 906,Maris Stella Primary School,P6-3,Higher Chinese Language,73/100,73/100
2024,Wong Yu Ting 120,West Grove Primary School,P6-1,Foundation Chinese Language,74/100,72/100
2024,Goh Jun Wei 801,Tao Nan School,P6-1,Foundation Chinese Language,63/100,58/100
2024,Tan Wei Ling 308,Henry Park Primary School,P6-3,Chinese Language,89/100,88/100
2022,Ong Shu Fen 135,Red Swastika School,P6-1,Foundation Chinese Language,85/100,88/100
2022,Muhd Irfan 496,Pei Hwa Presbyterian Primary School,P6-2,Malay Language,93/100,95/100
2023,Teo Wen Jie 192,Anglo-Chinese School (Primary),P6-1,Chinese Language,55/100,55/100
2023,Chen Qi En 796,Gongshang Primary School,P6-2,Higher Chinese Language,85/100,87/100
2024,Meena D/O Ravi 397,CHIJ St Nicholas Girls’ School,P6-3,Higher Tamil Language,81/100,77/100
2024,Aqil Zulkarnain 345,Henry Park Primary School,P6-2,Foundation Malay Language,79/100,81/100
2022,Aqil Zulkarnain 952,Pei Chun Public School,P6-1,Malay Language,77/100,77/100
2023,Anand S/O Murugan 445,Pei Chun Public School,P6-1,Foundation Tamil Language,81/100,76/100
2024,Chen Qi En 408,Pei Chun Public School,P6-3,Foundation Chinese Language,94/100,92/100
2023,Deepa D/O Muthu 847,Catholic High School (Primary),P6-2,Foundation Tamil Language,58/100,53/100
2024,Ong Shu Fen 997,Nanyang Primary School,P6-2,Higher Chinese Language,94/100,92/100
2023,Ong Shu Fen 701,Henry Park Primary School,P6-2,Chinese Language,65/100,61/100
2024,Meena D/O Ravi 743,Pei Chun Public School,P6-3,Higher Tamil Language,80/100,78/100
2024,Vignesh S/O Rajan 993,Raffles Girls' Primary School,P6-3,Foundation Tamil Language,71/100,74/100
2022,Ainul Zafira 510,CHIJ St Nicholas Girls’ School,P6-2,Foundation Malay Language,77/100,77/100
2024,Karthik S/O Ramesh 147,Rosyth School,P6-2,Tamil Language,73/100,78/100
2022,Ainul Zafira 483,St Joseph’s Institution Junior,P6-1,Higher Malay Language,64/100,63/100
2022,Goh Jun Wei 451,Princess Elizabeth Primary School,P6-1,Foundation Chinese Language,58/100,53/100
2022,Priya D/O Kumar 514,Tao Nan School,P6-3,Higher Tamil Language,64/100,65/100
2024,Ahmad Hakim 868,Rosyth School,P6-3,Higher Malay Language,64/100,59/100
2024,Lim Jia Hao 950,Rosyth School,P6-3,Chinese Language,56/100,61/100
2023,Hafiz Bin Rahman 964,Maris Stella Primary School,P6-1,Malay Language,73/100,78/100
2022,Nurul Huda 169,Red Swastika School,P6-1,Higher Malay Language,55/100,52/100
2024,Lee Hui Min 154,Yumin Primary School,P6-2,Higher Chinese Language,69/100,64/100
2023,Sivakumar Raj 195,Nanyang Primary School,P6-2,Foundation Tamil Language,87/100,83/100
2024,Teo Wen Jie 938,Ai Tong School,P6-1,Chinese Language,92/100,94/100
2024,Karthik S/O Ramesh 234,Anglo-Chinese School (Primary),P6-1,Higher Tamil Language,54/100,57/100
2023,Anand S/O Murugan 369,St Joseph’s Institution Junior,P6-2,Higher Tamil Language,75/100,78/100
2023,Arunasarawasthy 205,Yumin Primary School,P6-1,Tamil Language,83/100,81/100
2024,Ahmad Hakim 558,Rosyth School,P6-1,Higher Malay Language,59/100,56/100
2024,Deepa D/O Muthu 213,CHIJ St Nicholas Girls’ School,P6-1,Foundation Tamil Language,59/100,57/100
2022,Karthik S/O Ramesh 105,Pei Hwa Presbyterian Primary School,P6-2,Foundation Tamil Language,52/100,48/100
2024,Ainul Zafira 684,St Joseph’s Institution Junior,P6-3,Foundation Malay Language,72/100,74/100
2022,Vignesh S/O Rajan 103,Catholic High School (Primary),P6-1,Tamil Language,66/100,63/100
2023,Teo Wen Jie 616,Tao Nan School,P6-1,Higher Chinese Language,89/100,86/100
2023,Imran Bin Azmi 980,Nanyang Primary School,P6-2,Foundation Malay Language,60/100,65/100
2023,Mohammad Firdaus 757,Gongshang Primary School,P6-1,Foundation Malay Language,58/100,57/100
2023,Aqil Zulkarnain 990,Gongshang Primary School,P6-2,Foundation Malay Language,85/100,88/100
2023,Chen Qi En 782,CHIJ St Nicholas Girls’ School,P6-2,Foundation Chinese Language,74/100,75/100
2024,Ahmad Hakim 843,Red Swastika School,P6-3,Foundation Malay Language,84/100,89/100
2023,Deepa D/O Muthu 942,Maris Stella Primary School,P6-1,Tamil Language,90/100,94/100
2022,Tan Wei Ling 226,St Joseph’s Institution Junior,P6-1,Higher Chinese Language,60/100,55/100
2024,Teo Wen Jie 483,Princess Elizabeth Primary School,P6-1,Higher Chinese Language,94/100,90/100
2024,Sivakumar Raj 387,Rosyth School,P6-1,Tamil Language,69/100,74/100
2022,Teo Wen Jie 890,Nan Hua Primary School,P6-2,Higher Chinese Language,77/100,77/100
2023,Priya D/O Kumar 560,Maris Stella Primary School,P6-1,Higher Tamil Language,53/100,51/100
2023,Lakshmi D/O Kumar 990,West Grove Primary School,P6-2,Foundation Tamil Language,74/100,69/100
2023,Arunasarawasthy 800,West Grove Primary School,P6-2,Tamil Language,90/100,90/100
2024,Arunasarawasthy 205,St Joseph’s Institution Junior,P6-1,Foundation Tamil Language,80/100,82/100
2024,Chen Qi En 363,Pei Chun Public School,P6-2,Chinese Language,78/100,79/100
2023,Siti Aminah 638,CHIJ St Nicholas Girls’ School,P6-2,Foundation Malay Language,80/100,79/100
2024,Ong Shu Fen 874,Pei Chun Public School,P6-1,Foundation Chinese Language,75/100,75/100
2023,Suresh S/O Raj 144,Red Swastika School,P6-3,Tamil Language,90/100,92/100
2022,Lim Jia Hao 673,Princess Elizabeth Primary School,P6-3,Higher Chinese Language,81/100,83/100
2023,Ainul Zafira 210,Pei Hwa Presbyterian Primary School,P6-1,Malay Language,51/100,55/100
2024,Wong Yu Ting 668,Catholic High School (Primary),P6-3,Chinese Language,65/100,61/100
2024,Karthik S/O Ramesh 145,Maris Stella Primary School,P6-3,Tamil Language,62/100,62/100
2022,Goh Jun Wei 804,Raffles Girls' Primary School,P6-2,Chinese Language,53/100,56/100
2024,Lee Hui Min 415,Temasek Primary School,P6-2,Higher Chinese Language,68/100,65/100
2024,Nurul Huda 894,Henry Park Primary School,P6-1,Foundation Malay Language,69/100,74/100
2022,Lee Hui Min 248,West Grove Primary School,P6-2,Chinese Language,57/100,53/100
2023,Deepa D/O Muthu 591,Rosyth School,P6-2,Foundation Tamil Language,92/100,94/100
2023,Arunasarawasthy 675,West Grove Primary School,P6-2,Foundation Tamil Language,93/100,93/100
2022,Tan Wei Ling 556,Maris Stella Primary School,P6-2,Higher Chinese Language,75/100,70/100
2022,Mohammad Firdaus 706,Pei Hwa Presbyterian Primary School,P6-2,Malay Language,79/100,81/100
2022,Muhd Irfan 984,Pei Chun Public School,P6-2,Malay Language,75/100,76/100
2023,Nur Aisyah 565,Maris Stella Primary School,P6-1,Malay Language,63/100,65/100
2024,Sivakumar Raj 965,CHIJ St Nicholas Girls’ School,P6-3,Foundation Tamil Language,67/100,72/100
2022,Siti Aminah 763,Gongshang Primary School,P6-1,Higher Malay Language,67/100,70/100
2024,Vignesh S/O Rajan 911,Nan Hua Primary School,P6-2,Foundation Tamil Language,71/100,69/100
2022,Wong Yu Ting 865,Princess Elizabeth Primary School,P6-1,Foundation Chinese Language,93/100,93/100
2024,Suresh S/O Raj 216,Nan Hua Primary School,P6-2,Tamil Language,67/100,67/100
2024,Chua Kai Wen 350,Temasek Primary School,P6-2,Chinese Language,77/100,74/100
2023,Lim Jia Hao 174,Princess Elizabeth Primary School,P6-2,Higher Chinese Language,59/100,57/100
2024,Suresh S/O Raj 913,Nanyang Primary School,P6-3,Higher Tamil Language,86/100,90/100
2023,Aqil Zulkarnain 359,Gongshang Primary School,P6-2,Foundation Malay Language,59/100,56/100
2024,Wong Yu Ting 174,Anglo-Chinese School (Primary),P6-3,Higher Chinese Language,51/100,55/100
2024,Mohammad Firdaus 215,Pei Hwa Presbyterian Primary School,P6-3,Higher Malay Language,67/100,62/100
2023,Imran Bin Azmi 533,Temasek Primary School,P6-2,Foundation Malay Language,76/100,81/100
2022,Nurul Huda 584,Ai Tong School,P6-1,Foundation Malay Language,56/100,52/100
2022,Mohammad Firdaus 441,Gongshang Primary School,P6-2,Higher Malay Language,55/100,60/100
2022,Tan Wei Ling 225,West Grove Primary School,P6-3,Foundation Chinese Language,64/100,63/100
2023,Siti Aminah 123,Red Swastika School,P6-1,Higher Malay Language,61/100,57/100
2022,Lakshmi D/O Kumar 427,Tao Nan School,P6-1,Tamil Language,67/100,72/100
2024,Imran Bin Azmi 202,West Grove Primary School,P6-2,Malay Language,86/100,86/100
2024,Lakshmi D/O Kumar 495,Temasek Primary School,P6-1,Tamil Language,89/100,93/100
2022,Meena D/O Ravi 880,Temasek Primary School,P6-1,Tamil Language,69/100,68/100
2023,Karthik S/O Ramesh 996,Ai Tong School,P6-2,Higher Tamil Language,62/100,66/100
2023,Suresh S/O Raj 696,Pei Chun Public School,P6-1,Foundation Tamil Language,58/100,53/100
2024,Chen Qi En 831,Anglo-Chinese School (Primary),P6-3,Chinese Language,83/100,86/100
2023,Muhd Irfan 386,Ai Tong School,P6-3,Malay Language,93/100,89/100
2023,Aqil Zulkarnain 513,St Joseph’s Institution Junior,P6-1,Foundation Malay Language,69/100,69/100
2022,Muhd Irfan 774,Temasek Primary School,P6-1,Higher Malay Language,50/100,45/100
2022,Arunasarawasthy 940,Gongshang Primary School,P6-2,Tamil Language,70/100,70/100
2022,Nurul Huda 678,St Joseph’s Institution Junior,P6-2,Higher Malay Language,93/100,92/100
2022,Aqil Zulkarnain 740,Ai Tong School,P6-2,Foundation Malay Language,85/100,90/100
2023,Mohammad Firdaus 663,Catholic High School (Primary),P6-2,Higher Malay Language,75/100,75/100
2022,Siti Aminah 323,Henry Park Primary School,P6-1,Foundation Malay Language,80/100,84/100
2022,Nurul Huda 361,West Grove Primary School,P6-1,Foundation Malay Language,76/100,74/100
2023,Arunasarawasthy 555,St Joseph’s Institution Junior,P6-1,Tamil Language,64/100,65/100
2024,Suresh S/O Raj 487,St Joseph’s Institution Junior,P6-1,Foundation Tamil Language,89/100,88/100
2023,Sivakumar Raj 717,CHIJ St Nicholas Girls’ School,P6-2,Foundation Tamil Language,82/100,85/100
2022,Siti Aminah 546,West Grove Primary School,P6-2,Malay Language,66/100,71/100
2023,Nurul Huda 927,Rosyth School,P6-2,Foundation Malay Language,82/100,78/100
2023,Meena D/O Ravi 884,Yumin Primary School,P6-3,Higher Tamil Language,53/100,53/100
2022,Deepa D/O Muthu 649,Maris Stella Primary School,P6-1,Higher Tamil Language,51/100,53/100
2023,Ahmad Hakim 399,Rosyth School,P6-2,Higher Malay Language,56/100,60/100
2022,Lakshmi D/O Kumar 846,Anglo-Chinese School (Primary),P6-1,Higher Tamil Language,57/100,62/100
2022,Arunasarawasthy 376,St Joseph’s Institution Junior,P6-3,Tamil Language,81/100,86/100
2024,Ahmad Hakim 832,CHIJ St Nicholas Girls’ School,P6-3,Foundation Malay Language,84/100,87/100
2022,Lakshmi D/O Kumar 392,Red Swastika School,P6-3,Higher Tamil Language,67/100,70/100
2023,Wong Yu Ting 639,Pei Chun Public School,P6-1,Chinese Language,78/100,80/100
2024,Ong Shu Fen 969,Temasek Primary School,P6-1,Chinese Language,85/100,82/100
2022,Teo Wen Jie 824,Catholic High School (Primary),P6-2,Chinese Language,95/100,90/100
2022,Teo Wen Jie 806,Pei Chun Public School,P6-1,Chinese Language,53/100,55/100
2022,Hafiz Bin Rahman 320,Yumin Primary School,P6-3,Higher Malay Language,87/100,89/100
2023,Mohammad Firdaus 890,Anglo-Chinese School (Primary),P6-3,Higher Malay Language,95/100,93/100
2023,Teo Wen Jie 677,Catholic High School (Primary),P6-3,Foundation Chinese Language,54/100,53/100
2024,Sivakumar Raj 102,Catholic High School (Primary),P6-1,Foundation Tamil Language,61/100,62/100
2023,Ng Zi Xuan 201,Princess Elizabeth Primary School,P6-2,Foundation Chinese Language,58/100,59/100
2022,Priya D/O Kumar 659,Nanyang Primary School,P6-1,Higher Tamil Language,85/100,82/100
2022,Deepa D/O Muthu 317,Red Swastika School,P6-2,Foundation Tamil Language,76/100,75/100
2022,Muhd Irfan 540,Red Swastika School,P6-2,Higher Malay Language,95/100,100/100
2022,Aqil Zulkarnain 298,Pei Chun Public School,P6-3,Higher Malay Language,81/100,78/100
2023,Nurul Huda 219,Red Swastika School,P6-3,Higher Malay Language,90/100,88/100
2024,Aqil Zulkarnain 631,Nan Hua Primary School,P6-1,Malay Language,93/100,98/100
2024,Teo Wen Jie 358,West Grove Primary School,P6-1,Chinese Language,54/100,56/100
2022,Vignesh S/O Rajan 752,Maris Stella Primary School,P6-1,Foundation Tamil Language,93/100,88/100
2023,Sivakumar Raj 235,West Grove Primary School,P6-3,Foundation Tamil Language,64/100,67/100
2024,Ng Zi Xuan 232,Yumin Primary School,P6-1,Chinese Language,67/100,65/100
2023,Hafiz Bin Rahman 675,Ai Tong School,P6-1,Malay Language,89/100,88/100
2022,Ainul Zafira 315,Maris Stella Primary School,P6-2,Malay Language,51/100,46/100
2022,Lim Jia Hao 602,St Joseph’s Institution Junior,P6-1,Chinese Language,89/100,93/100
2024,Chua Kai Wen 978,Ai Tong School,P6-3,Foundation Chinese Language,75/100,76/100
2023,Imran Bin Azmi 400,Gongshang Primary School,P6-1,Malay Language,80/100,75/100
2023,Teo Wen Jie 922,Pei Hwa Presbyterian Primary School,P6-2,Foundation Chinese Language,82/100,77/100
2022,Hafiz Bin Rahman 293,Yumin Primary School,P6-2,Malay Language,52/100,55/100
2024,Chua Kai Wen 261,Princess Elizabeth Primary School,P6-2,Chinese Language,60/100,58/100
2023,Siti Aminah 140,Tao Nan School,P6-2,Malay Language,53/100,50/100
2024,Goh Jun Wei 760,Anglo-Chinese School (Primary),P6-3,Foundation Chinese Language,83/100,81/100
2024,Hafiz Bin Rahman 348,Catholic High School (Primary),P6-2,Malay Language,63/100,62/100
2024,Goh Jun Wei 907,CHIJ St Nicholas Girls’ School,P6-1,Higher Chinese Language,83/100,80/100
2022,Deepa D/O Muthu 943,Princess Elizabeth Primary School,P6-3,Higher Tamil Language,91/100,96/100
2024,Wong Yu Ting 660,Nanyang Primary School,P6-2,Higher Chinese Language,80/100,83/100
2023,Ainul Zafira 717,Anglo-Chinese School (Primary),P6-3,Foundation Malay Language,78/100,81/100
2022,Karthik S/O Ramesh 613,Pei Chun Public School,P6-3,Tamil Language,83/100,78/100
2024,Siti Aminah 198,Anglo-Chinese School (Primary),P6-3,Foundation Malay Language,62/100,60/100
2022,Ahmad Hakim 492,Tao Nan School,P6-3,Higher Malay Language,84/100,84/100
2024,Sivakumar Raj 614,Catholic High School (Primary),P6-2,Foundation Tamil Language,60/100,62/100
2022,Tan Wei Ling 516,Princess Elizabeth Primary School,P6-2,Chinese Language,83/100,78/100
2022,Vignesh S/O Rajan 775,Anglo-Chinese School (Primary),P6-1,Higher Tamil Language,54/100,56/100
2022,Suresh S/O Raj 538,Raffles Girls' Primary School,P6-3,Tamil Language,68/100,64/100
2023,Hafiz Bin Rahman 531,Yumin Primary School,P6-2,Malay Language,82/100,84/100
2024,Ainul Zafira 704,Red Swastika School,P6-3,Malay Language,73/100,74/100
2022,Chua Kai Wen 522,Pei Chun Public School,P6-3,Higher Chinese Language,73/100,78/100
2024,Muhd Irfan 448,Catholic High School (Primary),P6-1,Higher Malay Language,68/100,67/100
2022,Teo Wen Jie 208,Princess Elizabeth Primary School,P6-3,Higher Chinese Language,69/100,65/100
2023,Lakshmi D/O Kumar 207,St Joseph’s Institution Junior,P6-3,Foundation Tamil Language,73/100,73/100
2024,Chua Kai Wen 834,Princess Elizabeth Primary School,P6-3,Chinese Language,87/100,91/100
2022,Hafiz Bin Rahman 155,St Joseph’s Institution Junior,P6-1,Malay Language,68/100,68/100
2024,Muhd Irfan 499,Pei Chun Public School,P6-2,Malay Language,77/100,73/100
2024,Chua Kai Wen 227,Tao Nan School,P6-1,Chinese Language,92/100,88/100
2022,Ahmad Hakim 588,Ai Tong School,P6-3,Malay Language,51/100,51/100
2024,Imran Bin Azmi 741,Yumin Primary School,P6-3,Malay Language,81/100,79/100
2023,Aqil Zulkarnain 878,Ai Tong School,P6-3,Malay Language,77/100,73/100
2024,Muhd Irfan 401,Raffles Girls' Primary School,P6-2,Malay Language,50/100,51/100
2023,Meena D/O Ravi 728,Tao Nan School,P6-1,Higher Tamil Language,78/100,79/100
2024,Hafiz Bin Rahman 108,Nanyang Primary School,P6-1,Foundation Malay Language,82/100,82/100
2024,Ong Shu Fen 781,Tao Nan School,P6-3,Higher Chinese Language,74/100,75/100
2022,Aqil Zulkarnain 499,Princess Elizabeth Primary School,P6-3,Foundation Malay Language,69/100,64/100
2022,Vignesh S/O Rajan 210,St Joseph’s Institution Junior,P6-1,Tamil Language,69/100,73/100
2022,Suresh S/O Raj 215,Maris Stella Primary School,P6-3,Higher Tamil Language,73/100,72/100
2023,Sivakumar Raj 520,St Joseph’s Institution Junior,P6-3,Higher Tamil Language,71/100,71/100
2023,Imran Bin Azmi 347,Maris Stella Primary School,P6-3,Foundation Malay Language,73/100,72/100
2022,Nurul Huda 464,St Joseph’s Institution Junior,P6-3,Foundation Malay Language,67/100,68/100
2022,Sivakumar Raj 990,Princess Elizabeth Primary School,P6-1,Tamil Language,83/100,85/100
2023,Priya D/O Kumar 615,Princess Elizabeth Primary School,P6-1,Higher Tamil Language,80/100,82/100
2024,Imran Bin Azmi 237,Nan Hua Primary School,P6-2,Malay Language,78/100,73/100
2022,Lakshmi D/O Kumar 176,Henry Park Primary School,P6-3,Foundation Tamil Language,88/100,85/100
2022,Ong Shu Fen 169,Nan Hua Primary School,P6-1,Chinese Language,74/100,72/100
2022,Ainul Zafira 949,Tao Nan School,P6-1,Malay Language,89/100,87/100
2023,Wong Yu Ting 458,Catholic High School (Primary),P6-3,Chinese Language,59/100,63/100
2022,Aqil Zulkarnain 100,St Joseph’s Institution Junior,P6-1,Malay Language,81/100,82/100
