School,Student_ID,Name,Class,Gender,Date,Status,Reason,Absent
Victoria School,S2824,Ella Chua,Sec5-2,M,2023-09-19,Present,,0
Gan Eng Seng School,S2825,Daniel Ong,Sec2-3,M,2023-10-07,Late,,0
CHIJ Katong Convent,S2826,Ethan Ng,Sec3-3,M,2024-05-17,Present,,0
Clementi Town Secondary School,S2827,Caleb Lim,Sec4-1,F,2024-07-26,Absent,Truancy,1
Kent Ridge Secondary School,S2828,Faith Goh,Sec3-2,M,2022-12-14,Present,,0
Bukit Merah Secondary School,S2829,Isabelle Ho,Sec1-2,F,2022-10-12,Present,,0
Clementi Town Secondary School,S2830,Jayden Ho,Sec1-2,M,2022-03-17,Absent,Truancy,1
Regent Secondary School,S2831,Jayden Ho,Sec5-1,F,2025-05-17,Absent,Truancy,1
Nan Chiau High School,S2832,Caleb Lim,Sec1-2,M,2025-06-18,Present,,0
Presbyterian High School,S2833,Faith Goh,Sec3-1,F,2025-07-04,Present,,0
Zhonghua Secondary School,S2834,Caleb Lim,Sec4-4,M,2025-09-10,Present,,0
Clementi Town Secondary School,S2835,Jayden Ho,Sec1-2,F,2025-03-24,Present,,0
Zhonghua Secondary School,S2836,Hannah Ong,Sec4-1,F,2023-08-20,Present,,0
Nan Chiau High School,S2837,Lucas Tan,Sec3-3,F,2022-12-07,Present,,0
Nan Chiau High School,S2838,Aaron Tan,Sec5-1,F,2024-05-22,Present,,0
CHIJ Katong Convent,S2839,Bella Tan,Sec3-4,M,2022-01-01,Present,,0
Nan Chiau High School,S2840,Ella Chua,Sec3-4,F,2025-03-31,Present,,0
Compassvale Secondary School,S2841,Isaac Koh,Sec4-3,F,2025-03-05,Present,,0
Presbyterian High School,S2842,Jasmine Tan,Sec1-1,F,2024-08-12,Present,,0
Hougang Secondary School,S2843,Jayden Ho,Sec2-4,M,2024-10-01,Absent,Truancy,1
Anderson Secondary School,S2844,Faith Goh,Sec3-4,M,2025-10-29,Present,,0
Regent Secondary School,S2845,Daniel Ong,Sec4-2,M,2024-01-21,Late,,0
Compassvale Secondary School,S2846,Daphne Lee,Sec2-1,F,2023-10-10,Present,,0
Yishun Town Secondary School,S2847,Lucas Tan,Sec4-4,M,2023-08-10,Present,,0
St. Patrick's School,S2848,Bella Tan,Sec4-1,F,2025-10-17,Present,,0
Temasek Secondary School,S2849,Gabriel Chua,Sec3-1,F,2022-07-06,Present,,0
Fairfield Methodist Secondary School,S2850,Aaron Tan,Sec3-3,F,2023-08-11,Present,,0
Victoria School,S2851,Caleb Lim,Sec5-1,M,2024-02-29,Absent,Truancy,1
Gan Eng Seng School,S2852,Grace Lim,Sec5-4,F,2022-01-04,Present,,0
St. Andrew's Secondary School,S2853,Jayden Ho,Sec3-3,F,2023-03-26,Present,,0
Victoria School,S2854,Jayden Ho,Sec2-2,M,2024-08-16,Present,,0
Dunman High School,S2855,Isaac Koh,Sec5-2,F,2025-02-08,Present,,0
Jurong Secondary School,S2856,Aaron Tan,Sec2-3,M,2022-01-06,Present,,0
Kent Ridge Secondary School,S2857,Charlotte Ng,Sec5-2,M,2023-05-16,Absent,Truancy,1
Gan Eng Seng School,S2858,Gabriel Chua,Sec5-1,F,2023-09-06,Late,,0
Bukit Merah Secondary School,S2859,Marcus Teo,Sec4-2,F,2024-07-21,Present,,0
Bedok Green Secondary School,S2860,Aaron Tan,Sec5-2,F,2023-01-01,Present,,0
Fairfield Methodist Secondary School,S2861,Ethan Ng,Sec2-1,F,2025-02-08,Absent,Truancy,1
Yishun Town Secondary School,S2862,Ella Chua,Sec5-1,F,2025-04-08,Present,,0
CHIJ Katong Convent,S2863,Lucas Tan,Sec3-3,M,2023-01-25,Present,,0
Victoria School,S2864,Aaron Tan,Sec1-4,M,2022-01-29,Present,,0
Yishun Town Secondary School,S2865,Charlotte Ng,Sec2-4,M,2024-10-26,Present,,0
Clementi Town Secondary School,S2866,Adele Lim,Sec1-3,M,2024-09-08,Late,,0
Yishun Town Secondary School,S2867,Marcus Teo,Sec3-2,F,2023-05-05,Present,,0
Regent Secondary School,S2868,Charlotte Ng,Sec2-4,F,2024-09-16,Present,,0
Nan Chiau High School,S2869,Lucas Tan,Sec3-2,M,2023-02-02,Present,,0
Victoria School,S2870,Faith Goh,Sec5-3,F,2024-02-20,Absent,Medical Leave,1
Peicai Secondary School,S2871,Ella Chua,Sec4-3,F,2022-08-02,Absent,Other,1
Nan Chiau High School,S2872,Ella Chua,Sec4-4,M,2022-12-14,Present,,0
Bedok Green Secondary School,S2873,Lucas Tan,Sec3-2,M,2023-04-06,Absent,Truancy,1
Bedok Green Secondary School,S2874,Isaac Koh,Sec5-4,M,2022-03-20,Present,,0
Jurong Secondary School,S2875,Ethan Ng,Sec3-2,F,2025-03-06,Absent,Truancy,1
Nan Chiau High School,S2876,Isaac Koh,Sec3-1,F,2022-10-29,Present,,0
Jurong Secondary School,S2877,Charlotte Ng,Sec1-2,F,2024-08-02,Present,,0
Cedar Girls' Secondary School,S2878,Charlotte Ng,Sec3-2,F,2024-06-16,Present,,0
Yishun Town Secondary School,S2879,Ethan Ng,Sec5-4,M,2024-05-21,Present,,0
Bedok Green Secondary School,S2880,Jasmine Tan,Sec3-3,F,2023-12-12,Present,,0
Jurong Secondary School,S2881,Bella Tan,Sec1-2,M,2023-11-20,Late,,0
Kent Ridge Secondary School,S2882,Grace Lim,Sec1-2,F,2022-04-04,Present,,0
Temasek Secondary School,S2883,Adele Lim,Sec4-1,F,2022-12-16,Present,,0
Dunman High School,S2884,Aaron Tan,Sec3-3,M,2022-07-08,Present,,0
Jurong Secondary School,S2885,Caleb Lim,Sec2-1,F,2023-07-26,Present,,0
Nan Chiau High School,S2886,Hannah Ong,Sec4-3,M,2022-06-29,Present,,0
Presbyterian High School,S2887,Ella Chua,Sec4-1,M,2024-01-25,Present,,0
St. Andrew's Secondary School,S2888,Gabriel Chua,Sec2-4,M,2022-05-20,Present,,0
Cedar Girls' Secondary School,S2889,Grace Lim,Sec3-1,F,2023-05-22,Present,,0
Regent Secondary School,S2890,Charlotte Ng,Sec2-3,F,2025-03-08,Absent,Truancy,1
Singapore Chinese Girls' School,S2891,Marcus Teo,Sec5-3,M,2024-01-04,Absent,Other,1
CHIJ Katong Convent,S2892,Benjamin Lee,Sec1-4,F,2022-11-19,Present,,0
Compassvale Secondary School,S2893,Charlotte Ng,Sec4-4,F,2022-06-26,Absent,Truancy,1
Temasek Secondary School,S2894,Lucas Tan,Sec5-4,F,2025-07-29,Absent,MC,1
Anderson Secondary School,S2895,Gabriel Chua,Sec1-3,M,2023-03-16,Late,,0
Zhonghua Secondary School,S2896,Charlotte Ng,Sec1-2,M,2024-10-04,Present,,0
Fairfield Methodist Secondary School,S2897,Isaac Koh,Sec2-2,F,2024-12-26,Present,,0
Clementi Town Secondary School,S2898,Benjamin Lee,Sec2-1,M,2023-11-15,Late,,0
Cedar Girls' Secondary School,S2899,Lucas Tan,Sec2-2,F,2025-04-18,Absent,Truancy,1
Compassvale Secondary School,S2900,Caleb Lim,Sec5-1,F,2025-08-18,Absent,Family Matter,1
Hougang Secondary School,S2901,Ethan Ng,Sec2-3,M,2022-10-27,Absent,Truancy,1
Fairfield Methodist Secondary School,S2902,Aaron Tan,Sec3-3,M,2022-02-12,Present,,0
Anglican High School,S2903,Daniel Ong,Sec4-3,F,2025-02-13,Present,,0
Peicai Secondary School,S2904,Jayden Ho,Sec2-3,F,2024-10-01,Present,,0
CHIJ Katong Convent,S2905,Bella Tan,Sec1-4,F,2022-02-23,Absent,Truancy,1
Yishun Town Secondary School,S2906,Grace Lim,Sec1-2,M,2022-10-05,Absent,Unknown,1
Singapore Chinese Girls' School,S2907,Bella Tan,Sec4-4,F,2022-05-13,Present,,0
Victoria School,S2908,Aaron Tan,Sec2-1,F,2024-03-02,Present,,0
St. Patrick's School,S2909,Hannah Ong,Sec3-4,M,2025-10-14,Present,,0
Hougang Secondary School,S2910,Bella Tan,Sec5-3,F,2023-07-18,Present,,0
Clementi Town Secondary School,S2911,Daphne Lee,Sec4-2,M,2022-08-21,Present,,0
Dunman High School,S2912,Marcus Teo,Sec5-2,F,2025-09-11,Absent,MC,1
Dunman High School,S2913,Marcus Teo,Sec4-3,F,2024-11-15,Present,,0
Regent Secondary School,S2914,Adele Lim,Sec4-1,F,2023-10-22,Present,,0
CHIJ Katong Convent,S2915,Daphne Lee,Sec2-1,M,2023-12-17,Present,,0
Fairfield Methodist Secondary School,S2916,Daniel Ong,Sec4-1,M,2024-07-05,Present,,0
Regent Secondary School,S2917,Bella Tan,Sec2-4,F,2023-04-30,Present,,0
Cedar Girls' Secondary School,S2918,Adele Lim,Sec1-2,M,2023-02-24,Present,,0
Zhonghua Secondary School,S2919,Ella Chua,Sec4-3,F,2025-07-17,Present,,0
Clementi Town Secondary School,S2920,Adele Lim,Sec1-4,F,2023-08-07,Present,,0
Holy Innocents' High School,S2921,Jayden Ho,Sec1-1,M,2023-07-26,Present,,0
Nan Chiau High School,S2922,Hannah Ong,Sec3-3,M,2024-02-12,Present,,0
Maris Stella High School,S2923,Benjamin Lee,Sec2-2,M,2025-08-12,Present,,0
Zhonghua Secondary School,S2924,Gabriel Chua,Sec2-2,M,2024-03-14,Present,,0
Kent Ridge Secondary School,S2925,Aaron Tan,Sec4-2,M,2024-07-30,Present,,0
Hougang Secondary School,S2926,Marcus Teo,Sec3-4,F,2023-01-10,Present,,0
St. Andrew's Secondary School,S2927,Gabriel Chua,Sec3-4,M,2022-09-09,Present,,0
Victoria School,S2928,Ethan Ng,Sec3-4,M,2022-07-31,Present,,0
Dunman High School,S2929,Adele Lim,Sec2-3,M,2022-11-12,Present,,0
Kent Ridge Secondary School,S2930,Lucas Tan,Sec1-4,M,2022-12-22,Present,,0
Nan Chiau High School,S2931,Gabriel Chua,Sec3-4,F,2023-06-06,Absent,Truancy,1
Singapore Chinese Girls' School,S2932,Jayden Ho,Sec1-3,M,2022-01-18,Present,,0
St. Andrew's Secondary School,S2933,Daphne Lee,Sec1-4,F,2024-11-14,Present,,0
Bukit Merah Secondary School,S2934,Adele Lim,Sec1-4,F,2025-02-23,Absent,MC,1
Presbyterian High School,S2935,Grace Lim,Sec2-2,M,2023-11-03,Absent,Sick,1
CHIJ Katong Convent,S2936,Charlotte Ng,Sec2-2,F,2022-04-04,Late,,0
Bedok Green Secondary School,S2937,Grace Lim,Sec1-2,M,2024-05-25,Present,,0
Temasek Secondary School,S2938,Marcus Teo,Sec3-2,M,2023-09-26,Present,,0
Dunman High School,S2939,Isaac Koh,Sec4-4,F,2022-03-29,Present,,0
Nan Chiau High School,S2940,Benjamin Lee,Sec2-4,M,2025-08-22,Absent,Truancy,1
Presbyterian High School,S2941,Grace Lim,Sec5-2,F,2025-06-12,Absent,Truancy,1
Kent Ridge Secondary School,S2942,Isabelle Ho,Sec3-1,F,2023-01-01,Present,,0
Zhonghua Secondary School,S2943,Ella Chua,Sec5-2,F,2025-10-22,Present,,0
Regent Secondary School,S2944,Gabriel Chua,Sec3-3,M,2023-07-24,Present,,0
Compassvale Secondary School,S2945,Aaron Tan,Sec4-3,F,2022-10-13,Present,,0
Presbyterian High School,S2946,Marcus Teo,Sec3-1,F,2024-10-10,Present,,0
Anglican High School,S2947,Grace Lim,Sec1-1,F,2023-07-21,Absent,Truancy,1
Regent Secondary School,S2948,Isabelle Ho,Sec1-3,F,2024-05-17,Present,,0
Bukit Merah Secondary School,S2949,Marcus Teo,Sec2-4,F,2024-12-29,Present,,0
Clementi Town Secondary School,S2950,Gabriel Chua,Sec4-1,M,2024-06-27,Present,,0
Clementi Town Secondary School,S2951,Jayden Ho,Sec4-4,M,2022-06-05,Present,,0
St. Andrew's Secondary School,S2952,Jayden Ho,Sec2-4,M,2024-11-12,Absent,Truancy,1
Dunman High School,S2953,Charlotte Ng,Sec1-3,M,2024-04-08,Present,,0
Nan Chiau High School,S2954,Charlotte Ng,Sec3-4,F,2023-06-09,Absent,Truancy,1
Yishun Town Secondary School,S2955,Adele Lim,Sec2-4,F,2022-11-29,Present,,0
Temasek Secondary School,S2956,Charlotte Ng,Sec2-2,M,2025-01-07,Present,,0
Presbyterian High School,S2957,Jasmine Tan,Sec3-4,M,2024-12-16,Present,,0
Cedar Girls' Secondary School,S2958,Benjamin Lee,Sec4-2,F,2022-03-16,Present,,0
Bukit Merah Secondary School,S2959,Hannah Ong,Sec4-1,F,2024-08-14,Present,,0
Springfield Secondary School,S2960,Bella Tan,Sec5-2,M,2022-11-24,Present,,0
Peicai Secondary School,S2961,Jasmine Tan,Sec2-1,F,2023-12-30,Present,,0
St. Andrew's Secondary School,S2962,Ethan Ng,Sec2-2,M,2024-02-02,Present,,0
Jurong Secondary School,S2963,Isaac Koh,Sec1-4,M,2022-06-05,Present,,0
Gan Eng Seng School,S2964,Caleb Lim,Sec4-2,M,2022-11-17,Present,,0
Bukit Merah Secondary School,S2965,Gabriel Chua,Sec2-1,F,2024-01-18,Present,,0
Victoria School,S2966,Jasmine Tan,Sec1-3,M,2024-05-05,Absent,MC,1
Temasek Secondary School,S2967,Isaac Koh,Sec2-2,F,2024-11-27,Present,,0
Dunman High School,S2968,Hannah Ong,Sec3-1,F,2025-07-21,Late,,0
Maris Stella High School,S2969,Marcus Teo,Sec2-2,M,2023-05-11,Present,,0
Compassvale Secondary School,S2970,Daniel Ong,Sec5-2,M,2023-08-04,Present,,0
Holy Innocents' High School,S2971,Faith Goh,Sec5-2,F,2023-04-10,Absent,Other,1
Bukit Merah Secondary School,S2972,Aaron Tan,Sec5-2,M,2022-07-08,Present,,0
Hougang Secondary School,S2973,Charlotte Ng,Sec2-1,M,2023-05-18,Present,,0
Springfield Secondary School,S2974,Gabriel Chua,Sec5-2,F,2023-01-31,Absent,Medical Leave,1
Peicai Secondary School,S2975,Daniel Ong,Sec1-2,F,2025-02-06,Present,,0
Jurong Secondary School,S2976,Ella Chua,Sec3-4,M,2025-09-05,Present,,0
Fairfield Methodist Secondary School,S2977,Caleb Lim,Sec1-3,M,2025-04-06,Present,,0
Fairfield Methodist Secondary School,S2978,Aaron Tan,Sec3-2,M,2023-04-18,Present,,0
Victoria School,S2979,Marcus Teo,Sec2-2,F,2022-07-28,Absent,Truancy,1
Holy Innocents' High School,S2980,Hannah Ong,Sec4-4,M,2022-04-25,Present,,0
Regent Secondary School,S2981,Adele Lim,Sec2-2,M,2024-11-26,Present,,0
Regent Secondary School,S2982,Benjamin Lee,Sec2-2,M,2025-04-27,Present,,0
Zhonghua Secondary School,S2983,Isaac Koh,Sec2-1,M,2024-11-04,Present,,0
Peicai Secondary School,S2984,Faith Goh,Sec3-1,M,2025-04-19,Absent,Truancy,1
Yishun Town Secondary School,S2985,Caleb Lim,Sec4-3,F,2024-10-25,Present,,0
Singapore Chinese Girls' School,S2986,Caleb Lim,Sec1-3,M,2025-03-20,Present,,0
Yishun Town Secondary School,S2987,Aaron Tan,Sec2-3,F,2023-11-07,Absent,Sick,1
Dunman High School,S2988,Hannah Ong,Sec3-1,M,2024-06-02,Present,,0
Holy Innocents' High School,S2989,Ethan Ng,Sec1-3,M,2023-12-30,Absent,MC,1
Hougang Secondary School,S2990,Isaac Koh,Sec2-2,F,2024-08-24,Absent,MC,1
Anderson Secondary School,S2991,Jasmine Tan,Sec2-4,F,2023-03-09,Late,,0
Zhonghua Secondary School,S2992,Charlotte Ng,Sec4-1,F,2024-08-03,Present,,0
Anglican High School,S2993,Jasmine Tan,Sec5-1,M,2024-03-02,Present,,0
Kent Ridge Secondary School,S2994,Benjamin Lee,Sec2-1,F,2024-10-22,Present,,0
Kent Ridge Secondary School,S2995,Isabelle Ho,Sec1-3,F,2023-04-12,Absent,Unknown,1
Fairfield Methodist Secondary School,S2996,Gabriel Chua,Sec1-4,M,2023-01-17,Absent,Truancy,1
Nan Chiau High School,S2997,Ella Chua,Sec3-3,F,2025-10-03,Present,,0
Zhonghua Secondary School,S2998,Adele Lim,Sec4-4,M,2023-08-20,Present,,0
St. Patrick's School,S2999,Aaron Tan,Sec4-1,M,2023-03-23,Absent,Unknown,1
Presbyterian High School,S3000,Bella Tan,Sec2-3,F,2025-02-25,Absent,Truancy,1
Presbyterian High School,S3001,Aaron Tan,Sec5-4,F,2025-08-08,Present,,0
Holy Innocents' High School,S3002,Jayden Ho,Sec5-3,M,2025-10-12,Absent,Unknown,1
Jurong Secondary School,S3003,Ella Chua,Sec3-2,F,2023-07-28,Absent,Truancy,1
Nan Chiau High School,S3004,Grace Lim,Sec3-4,F,2024-07-14,Present,,0
Anderson Secondary School,S3005,Isabelle Ho,Sec4-2,F,2022-02-01,Present,,0
Fairfield Methodist Secondary School,S3006,Isabelle Ho,Sec3-3,M,2022-10-23,Present,,0
Yishun Town Secondary School,S3007,Grace Lim,Sec3-3,F,2024-12-28,Present,,0
Yishun Town Secondary School,S3008,Jayden Ho,Sec3-4,M,2023-11-22,Present,,0
Compassvale Secondary School,S3009,Ella Chua,Sec5-3,F,2024-01-04,Absent,Truancy,1
Zhonghua Secondary School,S3010,Aaron Tan,Sec2-4,F,2025-01-11,Present,,0
Nan Chiau High School,S3011,Faith Goh,Sec3-2,M,2022-11-09,Late,,0
St. Patrick's School,S3012,Isabelle Ho,Sec3-1,M,2024-10-31,Present,,0
Compassvale Secondary School,S3013,Aaron Tan,Sec1-4,M,2022-06-22,Present,,0
Regent Secondary School,S3014,Faith Goh,Sec2-3,M,2022-11-09,Present,,0
Compassvale Secondary School,S3015,Marcus Teo,Sec3-2,M,2023-05-24,Present,,0
Dunman High School,S3016,Hannah Ong,Sec2-3,M,2022-04-13,Present,,0
St. Patrick's School,S3017,Hannah Ong,Sec4-4,F,2022-04-16,Absent,Sick,1
Dunman High School,S3018,Marcus Teo,Sec1-2,F,2024-09-27,Present,,0
St. Patrick's School,S3019,Isaac Koh,Sec2-1,F,2023-07-03,Absent,Truancy,1
Regent Secondary School,S3020,Adele Lim,Sec3-3,F,2023-08-10,Present,,0
Clementi Town Secondary School,S3021,Daniel Ong,Sec5-4,F,2022-01-25,Present,,0
Dunman High School,S3022,Caleb Lim,Sec2-4,M,2024-07-09,Absent,Family Matter,1
Kent Ridge Secondary School,S3023,Marcus Teo,Sec4-1,M,2022-01-03,Present,,0
Bedok Green Secondary School,S3024,Aaron Tan,Sec5-4,F,2025-09-10,Present,,0
Presbyterian High School,S3025,Aaron Tan,Sec2-4,M,2024-07-03,Present,,0
Kent Ridge Secondary School,S3026,Ethan Ng,Sec3-4,M,2023-10-29,Present,,0
Anglican High School,S3027,Jasmine Tan,Sec2-1,F,2023-07-24,Late,,0
Dunman High School,S3028,Daphne Lee,Sec1-2,M,2022-02-27,Present,,0
Peicai Secondary School,S3029,Aaron Tan,Sec1-2,M,2022-07-18,Absent,Truancy,1
Clementi Town Secondary School,S3030,Marcus Teo,Sec5-2,M,2025-09-23,Present,,0
Hougang Secondary School,S3031,Aaron Tan,Sec5-2,F,2025-08-01,Late,,0
Yishun Town Secondary School,S3032,Hannah Ong,Sec1-4,M,2025-08-16,Absent,Truancy,1
Peicai Secondary School,S3033,Ethan Ng,Sec1-4,F,2025-08-01,Present,,0
Maris Stella High School,S3034,Lucas Tan,Sec2-4,M,2023-02-06,Present,,0
Fairfield Methodist Secondary School,S3035,Grace Lim,Sec3-4,F,2022-08-13,Present,,0
St. Andrew's Secondary School,S3036,Lucas Tan,Sec3-2,F,2023-06-14,Present,,0
Zhonghua Secondary School,S3037,Faith Goh,Sec5-2,M,2025-08-18,Present,,0
Compassvale Secondary School,S3038,Gabriel Chua,Sec5-2,M,2025-07-23,Present,,0
Clementi Town Secondary School,S3039,Marcus Teo,Sec5-3,F,2022-01-16,Present,,0
Fairfield Methodist Secondary School,S3040,Ethan Ng,Sec2-4,M,2022-03-25,Present,,0
Dunman High School,S3041,Isaac Koh,Sec2-2,F,2023-12-24,Present,,0
Holy Innocents' High School,S3042,Ethan Ng,Sec5-1,F,2024-11-24,Absent,Truancy,1
Regent Secondary School,S3043,Gabriel Chua,Sec4-3,M,2024-11-01,Present,,0
Anderson Secondary School,S3044,Ethan Ng,Sec2-2,M,2024-06-23,Present,,0
Compassvale Secondary School,S3045,Grace Lim,Sec2-4,F,2024-02-08,Present,,0
Hougang Secondary School,S3046,Faith Goh,Sec2-4,M,2025-05-31,Present,,0
St. Andrew's Secondary School,S3047,Charlotte Ng,Sec4-2,M,2023-06-09,Absent,Truancy,1
Peicai Secondary School,S3048,Ethan Ng,Sec5-3,M,2024-08-22,Absent,MC,1
Dunman High School,S3049,Hannah Ong,Sec5-2,F,2024-09-06,Present,,0
CHIJ Katong Convent,S3050,Bella Tan,Sec5-1,M,2023-09-22,Late,,0
Anglican High School,S3051,Ethan Ng,Sec5-1,F,2024-11-14,Present,,0
Springfield Secondary School,S3052,Hannah Ong,Sec3-1,F,2023-02-16,Present,,0
Zhonghua Secondary School,S3053,Isaac Koh,Sec4-4,M,2025-01-09,Present,,0
Presbyterian High School,S3054,Ella Chua,Sec5-4,F,2024-04-09,Present,,0
Dunman High School,S3055,Charlotte Ng,Sec4-1,F,2023-11-26,Present,,0
St. Andrew's Secondary School,S3056,Lucas Tan,Sec5-1,M,2022-10-28,Absent,Truancy,1
Anglican High School,S3057,Jasmine Tan,Sec5-4,M,2023-10-25,Absent,MC,1
Bukit Merah Secondary School,S3058,Ella Chua,Sec5-3,M,2023-08-17,Absent,Other,1
Holy Innocents' High School,S3059,Ella Chua,Sec5-4,F,2022-07-05,Present,,0
Regent Secondary School,S3060,Aaron Tan,Sec1-1,M,2022-10-10,Present,,0
Anderson Secondary School,S3061,Jayden Ho,Sec5-2,F,2024-10-12,Present,,0
Cedar Girls' Secondary School,S3062,Aaron Tan,Sec3-4,M,2023-10-19,Absent,MC,1
Yishun Town Secondary School,S3063,Isabelle Ho,Sec3-2,F,2024-01-15,Absent,Family Matter,1
Jurong Secondary School,S3064,Ella Chua,Sec4-4,M,2024-04-20,Present,,0
Bukit Merah Secondary School,S3065,Jasmine Tan,Sec2-1,F,2024-09-24,Present,,0
Hougang Secondary School,S3066,Isaac Koh,Sec4-1,F,2023-03-12,Present,,0
Temasek Secondary School,S3067,Daniel Ong,Sec4-4,F,2022-01-10,Present,,0
Springfield Secondary School,S3068,Marcus Teo,Sec3-1,F,2024-03-06,Present,,0
Regent Secondary School,S3069,Benjamin Lee,Sec5-1,M,2024-03-16,Present,,0
Temasek Secondary School,S3070,Ella Chua,Sec2-4,M,2022-07-06,Present,,0
Fairfield Methodist Secondary School,S3071,Ella Chua,Sec1-4,F,2022-01-25,Present,,0
Temasek Secondary School,S3072,Caleb Lim,Sec2-1,M,2022-03-04,Late,,0
Yishun Town Secondary School,S3073,Isaac Koh,Sec1-2,F,2024-04-09,Present,,0
Jurong Secondary School,S3074,Isaac Koh,Sec5-2,M,2024-04-05,Present,,0
Holy Innocents' High School,S3075,Grace Lim,Sec2-4,F,2024-07-20,Present,,0
Presbyterian High School,S3076,Jayden Ho,Sec3-3,F,2023-01-19,Present,,0
Bedok Green Secondary School,S3077,Isabelle Ho,Sec2-2,F,2023-12-09,Present,,0
Victoria School,S3078,Ella Chua,Sec2-3,M,2025-04-16,Absent,MC,1
St. Andrew's Secondary School,S3079,Lucas Tan,Sec4-3,M,2022-08-15,Absent,Medical Leave,1
St. Patrick's School,S3080,Ethan Ng,Sec3-3,F,2025-10-30,Present,,0
CHIJ Katong Convent,S3081,Aaron Tan,Sec5-3,M,2025-07-31,Present,,0
Gan Eng Seng School,S3082,Isabelle Ho,Sec1-2,F,2025-07-29,Absent,Truancy,1
CHIJ Katong Convent,S3083,Daphne Lee,Sec2-1,M,2023-10-24,Present,,0
Jurong Secondary School,S3084,Aaron Tan,Sec3-3,F,2023-05-13,Present,,0
CHIJ Katong Convent,S3085,Jayden Ho,Sec2-4,F,2023-07-08,Present,,0
Hougang Secondary School,S3086,Jayden Ho,Sec1-3,F,2023-06-06,Absent,Medical Leave,1
Compassvale Secondary School,S3087,Lucas Tan,Sec2-1,F,2023-01-08,Absent,Other,1
Clementi Town Secondary School,S3088,Ella Chua,Sec3-2,F,2024-02-22,Present,,0
Peicai Secondary School,S3089,Lucas Tan,Sec4-3,F,2024-02-23,Absent,Truancy,1
Anderson Secondary School,S3090,Daniel Ong,Sec3-1,M,2022-09-30,Late,,0
Singapore Chinese Girls' School,S3091,Adele Lim,Sec3-1,M,2022-03-27,Present,,0
Hougang Secondary School,S3092,Isabelle Ho,Sec4-4,F,2024-08-17,Present,,0
Maris Stella High School,S3093,Benjamin Lee,Sec2-1,M,2025-02-20,Present,,0
St. Patrick's School,S3094,Jayden Ho,Sec2-3,M,2023-03-27,Present,,0
Anglican High School,S3095,Ella Chua,Sec4-2,F,2023-10-22,Absent,Medical Leave,1
Peicai Secondary School,S3096,Aaron Tan,Sec4-2,F,2024-04-19,Present,,0
CHIJ Katong Convent,S3097,Benjamin Lee,Sec1-1,F,2022-11-26,Present,,0
St. Andrew's Secondary School,S3098,Daphne Lee,Sec3-1,M,2024-06-29,Present,,0
Fairfield Methodist Secondary School,S3099,Faith Goh,Sec5-3,M,2023-10-19,Present,,0
Bedok Green Secondary School,S3100,Isabelle Ho,Sec5-4,M,2025-07-10,Late,,0
Zhonghua Secondary School,S3101,Ella Chua,Sec5-1,F,2025-07-12,Present,,0
Victoria School,S3102,Charlotte Ng,Sec3-3,F,2023-03-14,Present,,0
St. Patrick's School,S3103,Benjamin Lee,Sec3-2,M,2022-04-13,Present,,0
Anglican High School,S3104,Caleb Lim,Sec5-3,M,2023-09-06,Present,,0
St. Patrick's School,S3105,Bella Tan,Sec5-4,F,2023-03-09,Present,,0
Clementi Town Secondary School,S3106,Daniel Ong,Sec4-2,M,2024-03-26,Present,,0
Hougang Secondary School,S3107,Faith Goh,Sec2-2,M,2022-05-14,Present,,0
Singapore Chinese Girls' School,S3108,Isaac Koh,Sec5-1,M,2022-07-20,Present,,0
Nan Chiau High School,S3109,Daniel Ong,Sec5-2,F,2023-09-11,Absent,Truancy,1
Victoria School,S3110,Grace Lim,Sec5-4,F,2023-09-22,Present,,0
Kent Ridge Secondary School,S3111,Bella Tan,Sec2-1,M,2022-10-19,Absent,Truancy,1
Springfield Secondary School,S3112,Isaac Koh,Sec2-3,M,2022-12-13,Present,,0
Clementi Town Secondary School,S3113,Lucas Tan,Sec5-4,M,2022-08-10,Present,,0
Springfield Secondary School,S3114,Daniel Ong,Sec2-4,F,2024-08-11,Present,,0
Presbyterian High School,S3115,Faith Goh,Sec5-2,M,2023-08-27,Present,,0
Dunman High School,S3116,Jayden Ho,Sec1-1,M,2025-02-05,Present,,0
Cedar Girls' Secondary School,S3117,Gabriel Chua,Sec3-2,F,2025-01-14,Present,,0
Zhonghua Secondary School,S3118,Gabriel Chua,Sec3-4,M,2024-12-31,Absent,Truancy,1
Kent Ridge Secondary School,S3119,Hannah Ong,Sec5-4,F,2025-06-08,Present,,0
Peicai Secondary School,S3120,Bella Tan,Sec1-4,M,2023-06-06,Present,,0
Holy Innocents' High School,S3121,Ethan Ng,Sec2-4,F,2022-05-13,Late,,0
Victoria School,S3122,Isabelle Ho,Sec5-1,M,2022-04-21,Present,,0
Holy Innocents' High School,S3123,Charlotte Ng,Sec1-4,M,2025-06-09,Present,,0
